"범죄별","발생지역별","시점","범죄발생지역",
"가정폭력 범죄의 처벌등에 관한 특례법","제주","2016 년","6",
"가정폭력 범죄의 처벌등에 관한 특례법","제주","2017 년","2",
"가정폭력 범죄의 처벌등에 관한 특례법","제주","2018 년","5",
"가정폭력 범죄의 처벌등에 관한 특례법","제주","2019 년","1",
"가정폭력 범죄의 처벌등에 관한 특례법","제주","2020 년","1",
"가축분뇨의 관리 및 이용에 관한법률","계","2014 년","888",
"가축분뇨의 관리 및 이용에 관한법률","계","2015 년","923",
"가축분뇨의 관리 및 이용에 관한법률","계","2016 년","890",
"가축분뇨의 관리 및 이용에 관한법률","계","2017 년","829",
"가축분뇨의 관리 및 이용에 관한법률","계","2018 년","955",
"가축분뇨의 관리 및 이용에 관한법률","계","2019 년","956",
"가축분뇨의 관리 및 이용에 관한법률","계","2020 년","948",
"가축분뇨의 관리 및 이용에 관한법률","서울","2014 년","15",
"가축분뇨의 관리 및 이용에 관한법률","서울","2015 년","3",
"가축분뇨의 관리 및 이용에 관한법률","서울","2016 년","2",
"가축분뇨의 관리 및 이용에 관한법률","서울","2017 년","3",
"가축분뇨의 관리 및 이용에 관한법률","서울","2018 년","2",
"가축분뇨의 관리 및 이용에 관한법률","서울","2019 년","3",
"가축분뇨의 관리 및 이용에 관한법률","서울","2020 년","1",
"가축분뇨의 관리 및 이용에 관한법률","부산","2014 년","15",
"가축분뇨의 관리 및 이용에 관한법률","부산","2015 년","14",
"가축분뇨의 관리 및 이용에 관한법률","부산","2016 년","8",
"가축분뇨의 관리 및 이용에 관한법률","부산","2017 년","7",
"가축분뇨의 관리 및 이용에 관한법률","부산","2018 년","7",
"가축분뇨의 관리 및 이용에 관한법률","부산","2019 년","14",
"가축분뇨의 관리 및 이용에 관한법률","부산","2020 년","8",
"가축분뇨의 관리 및 이용에 관한법률","대구","2014 년","9",
"가축분뇨의 관리 및 이용에 관한법률","대구","2015 년","9",
"가축분뇨의 관리 및 이용에 관한법률","대구","2016 년","4",
"가축분뇨의 관리 및 이용에 관한법률","대구","2017 년","16",
"가축분뇨의 관리 및 이용에 관한법률","대구","2018 년","13",
"가축분뇨의 관리 및 이용에 관한법률","대구","2019 년","-",
"가축분뇨의 관리 및 이용에 관한법률","대구","2020 년","5",
"가축분뇨의 관리 및 이용에 관한법률","인천","2014 년","12",
"가축분뇨의 관리 및 이용에 관한법률","인천","2015 년","16",
"가축분뇨의 관리 및 이용에 관한법률","인천","2016 년","12",
"가축분뇨의 관리 및 이용에 관한법률","인천","2017 년","5",
"가축분뇨의 관리 및 이용에 관한법률","인천","2018 년","4",
"가축분뇨의 관리 및 이용에 관한법률","인천","2019 년","4",
"가축분뇨의 관리 및 이용에 관한법률","인천","2020 년","8",
"가축분뇨의 관리 및 이용에 관한법률","광주","2014 년","12",
"가축분뇨의 관리 및 이용에 관한법률","광주","2015 년","4",
"가축분뇨의 관리 및 이용에 관한법률","광주","2016 년","3",
"가축분뇨의 관리 및 이용에 관한법률","광주","2017 년","6",
"가축분뇨의 관리 및 이용에 관한법률","광주","2018 년","4",
"가축분뇨의 관리 및 이용에 관한법률","광주","2019 년","3",
"가축분뇨의 관리 및 이용에 관한법률","광주","2020 년","4",
"가축분뇨의 관리 및 이용에 관한법률","대전","2014 년","4",
"가축분뇨의 관리 및 이용에 관한법률","대전","2015 년","3",
"가축분뇨의 관리 및 이용에 관한법률","대전","2016 년","4",
"가축분뇨의 관리 및 이용에 관한법률","대전","2017 년","1",
"가축분뇨의 관리 및 이용에 관한법률","대전","2018 년","1",
"가축분뇨의 관리 및 이용에 관한법률","대전","2019 년","-",
"가축분뇨의 관리 및 이용에 관한법률","대전","2020 년","1",
"가축분뇨의 관리 및 이용에 관한법률","울산","2014 년","9",
"가축분뇨의 관리 및 이용에 관한법률","울산","2015 년","16",
"가축분뇨의 관리 및 이용에 관한법률","울산","2016 년","11",
"가축분뇨의 관리 및 이용에 관한법률","울산","2017 년","1",
"가축분뇨의 관리 및 이용에 관한법률","울산","2018 년","1",
"가축분뇨의 관리 및 이용에 관한법률","울산","2019 년","12",
"가축분뇨의 관리 및 이용에 관한법률","울산","2020 년","7",
"가축분뇨의 관리 및 이용에 관한법률","세종","2014 년","15",
"가축분뇨의 관리 및 이용에 관한법률","세종","2015 년","3",
"가축분뇨의 관리 및 이용에 관한법률","세종","2016 년","1",
"가축분뇨의 관리 및 이용에 관한법률","세종","2017 년","10",
"가축분뇨의 관리 및 이용에 관한법률","세종","2018 년","7",
"가축분뇨의 관리 및 이용에 관한법률","세종","2019 년","13",
"가축분뇨의 관리 및 이용에 관한법률","세종","2020 년","6",
"가축분뇨의 관리 및 이용에 관한법률","경기","2014 년","258",
"가축분뇨의 관리 및 이용에 관한법률","경기","2015 년","224",
"가축분뇨의 관리 및 이용에 관한법률","경기","2016 년","246",
"가축분뇨의 관리 및 이용에 관한법률","경기","2017 년","207",
"가축분뇨의 관리 및 이용에 관한법률","경기","2018 년","295",
"가축분뇨의 관리 및 이용에 관한법률","경기","2019 년","230",
"가축분뇨의 관리 및 이용에 관한법률","경기","2020 년","216",
"가축분뇨의 관리 및 이용에 관한법률","강원","2014 년","32",
"가축분뇨의 관리 및 이용에 관한법률","강원","2015 년","17",
"가축분뇨의 관리 및 이용에 관한법률","강원","2016 년","25",
"가축분뇨의 관리 및 이용에 관한법률","강원","2017 년","28",
"가축분뇨의 관리 및 이용에 관한법률","강원","2018 년","43",
"가축분뇨의 관리 및 이용에 관한법률","강원","2019 년","38",
"가축분뇨의 관리 및 이용에 관한법률","강원","2020 년","40",
"가축분뇨의 관리 및 이용에 관한법률","충북","2014 년","45",
"가축분뇨의 관리 및 이용에 관한법률","충북","2015 년","44",
"가축분뇨의 관리 및 이용에 관한법률","충북","2016 년","43",
"가축분뇨의 관리 및 이용에 관한법률","충북","2017 년","50",
"가축분뇨의 관리 및 이용에 관한법률","충북","2018 년","67",
"가축분뇨의 관리 및 이용에 관한법률","충북","2019 년","52",
"가축분뇨의 관리 및 이용에 관한법률","충북","2020 년","44",
"가축분뇨의 관리 및 이용에 관한법률","충남","2014 년","92",
"가축분뇨의 관리 및 이용에 관한법률","충남","2015 년","135",
"가축분뇨의 관리 및 이용에 관한법률","충남","2016 년","131",
"가축분뇨의 관리 및 이용에 관한법률","충남","2017 년","119",
"가축분뇨의 관리 및 이용에 관한법률","충남","2018 년","139",
"가축분뇨의 관리 및 이용에 관한법률","충남","2019 년","153",
"가축분뇨의 관리 및 이용에 관한법률","충남","2020 년","122",
"가축분뇨의 관리 및 이용에 관한법률","전북","2014 년","119",
"가축분뇨의 관리 및 이용에 관한법률","전북","2015 년","126",
"가축분뇨의 관리 및 이용에 관한법률","전북","2016 년","115",
"가축분뇨의 관리 및 이용에 관한법률","전북","2017 년","103",
"가축분뇨의 관리 및 이용에 관한법률","전북","2018 년","97",
"가축분뇨의 관리 및 이용에 관한법률","전북","2019 년","148",
"가축분뇨의 관리 및 이용에 관한법률","전북","2020 년","137",
"가축분뇨의 관리 및 이용에 관한법률","전남","2014 년","52",
"가축분뇨의 관리 및 이용에 관한법률","전남","2015 년","92",
"가축분뇨의 관리 및 이용에 관한법률","전남","2016 년","55",
"가축분뇨의 관리 및 이용에 관한법률","전남","2017 년","50",
"가축분뇨의 관리 및 이용에 관한법률","전남","2018 년","95",
"가축분뇨의 관리 및 이용에 관한법률","전남","2019 년","80",
"가축분뇨의 관리 및 이용에 관한법률","전남","2020 년","115",
"가축분뇨의 관리 및 이용에 관한법률","경북","2014 년","65",
"가축분뇨의 관리 및 이용에 관한법률","경북","2015 년","73",
"가축분뇨의 관리 및 이용에 관한법률","경북","2016 년","114",
"가축분뇨의 관리 및 이용에 관한법률","경북","2017 년","120",
"가축분뇨의 관리 및 이용에 관한법률","경북","2018 년","92",
"가축분뇨의 관리 및 이용에 관한법률","경북","2019 년","103",
"가축분뇨의 관리 및 이용에 관한법률","경북","2020 년","120",
"가축분뇨의 관리 및 이용에 관한법률","경남","2014 년","134",
"가축분뇨의 관리 및 이용에 관한법률","경남","2015 년","143",
"가축분뇨의 관리 및 이용에 관한법률","경남","2016 년","108",
"가축분뇨의 관리 및 이용에 관한법률","경남","2017 년","103",
"가축분뇨의 관리 및 이용에 관한법률","경남","2018 년","87",
"가축분뇨의 관리 및 이용에 관한법률","경남","2019 년","103",
"가축분뇨의 관리 및 이용에 관한법률","경남","2020 년","114",
"가축분뇨의 관리 및 이용에 관한법률","제주","2014 년","-",
"가축분뇨의 관리 및 이용에 관한법률","제주","2015 년","1",
"가축분뇨의 관리 및 이용에 관한법률","제주","2016 년","8",
"가축분뇨의 관리 및 이용에 관한법률","제주","2018 년","1",
"가축분뇨의 관리 및 이용에 관한법률","제주","2019 년","-",
"가축분뇨의 관리 및 이용에 관한법률","제주","2020 년","-",
"감염병의 예방 및 관리에 관한법률","계","2014 년","139",
"감염병의 예방 및 관리에 관한법률","계","2015 년","127",
"감염병의 예방 및 관리에 관한법률","계","2016 년","89",
"감염병의 예방 및 관리에 관한법률","계","2017 년","110",
"감염병의 예방 및 관리에 관한법률","계","2018 년","95",
"감염병의 예방 및 관리에 관한법률","계","2019 년","219",
"감염병의 예방 및 관리에 관한법률","계","2020 년","2482",
"감염병의 예방 및 관리에 관한법률","서울","2014 년","3",
"감염병의 예방 및 관리에 관한법률","서울","2015 년","22",
"감염병의 예방 및 관리에 관한법률","서울","2016 년","11",
"감염병의 예방 및 관리에 관한법률","서울","2017 년","9",
"감염병의 예방 및 관리에 관한법률","서울","2018 년","17",
"감염병의 예방 및 관리에 관한법률","서울","2019 년","45",
"감염병의 예방 및 관리에 관한법률","서울","2020 년","744",
"감염병의 예방 및 관리에 관한법률","부산","2014 년","3",
"감염병의 예방 및 관리에 관한법률","부산","2015 년","1",
"감염병의 예방 및 관리에 관한법률","부산","2016 년","6",
"감염병의 예방 및 관리에 관한법률","부산","2017 년","19",
"감염병의 예방 및 관리에 관한법률","부산","2018 년","5",
"감염병의 예방 및 관리에 관한법률","부산","2019 년","10",
"감염병의 예방 및 관리에 관한법률","부산","2020 년","226",
"감염병의 예방 및 관리에 관한법률","대구","2014 년","-",
"감염병의 예방 및 관리에 관한법률","대구","2015 년","-",
"감염병의 예방 및 관리에 관한법률","대구","2016 년","-",
"감염병의 예방 및 관리에 관한법률","대구","2017 년","1",
"감염병의 예방 및 관리에 관한법률","대구","2018 년","1",
"감염병의 예방 및 관리에 관한법률","대구","2019 년","6",
"감염병의 예방 및 관리에 관한법률","대구","2020 년","110",
"감염병의 예방 및 관리에 관한법률","인천","2014 년","6",
"감염병의 예방 및 관리에 관한법률","인천","2015 년","5",
"감염병의 예방 및 관리에 관한법률","인천","2016 년","5",
"감염병의 예방 및 관리에 관한법률","인천","2017 년","2",
"감염병의 예방 및 관리에 관한법률","인천","2018 년","5",
"감염병의 예방 및 관리에 관한법률","인천","2019 년","19",
"감염병의 예방 및 관리에 관한법률","인천","2020 년","183",
"감염병의 예방 및 관리에 관한법률","광주","2014 년","1",
"감염병의 예방 및 관리에 관한법률","광주","2015 년","1",
"감염병의 예방 및 관리에 관한법률","광주","2016 년","-",
"감염병의 예방 및 관리에 관한법률","광주","2017 년","1",
